AnimalID;Name;Day;Month;Year;Hour;Minute;Second;OutcomeType;OutcomeSubtype;AnimalType;SexuponOutcome;AgeuponOutcome;Breed;Color;Color2;
A716766;Marley;24;11;2015;16;51;0;Return_to_owner;;Dog;Neutered Male;5 years;Cocker Spaniel Mix;Black;;
A666478;Bleu;4;11;2013;17;51;0;Adoption;;Dog;Spayed Female;1 year;Miniature Schnauzer/Yorkshire Terrier;Black;White;
A687789;;14;9;2014;18;51;0;Adoption;;Dog;Neutered Male;1 year;Dachshund/Beagle;Brown;White;
A687336;;3;9;2014;18;51;0;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Medium Hair Mix;Brown Tabby;;
A667013;;15;11;2013;12;52;0;Transfer;Partner;Dog;Neutered Male;2 years;Lhasa Apso/Miniature Poodle;Tan;;
A707687;Bashful;16;8;2015;13;52;0;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Calico;;
A676766;Ali;28;5;2014;15;52;0;Adoption;;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Black;White;
A699927;Lennon;26;5;2015;15;52;0;Adoption;;Cat;Neutered Male;10 years;Domestic Shorthair Mix;Orange Tabby;;
A681576;Pippin;7;7;2014;16;52;0;Adoption;Foster;Dog;Neutered Male;1 month;Labrador Retriever/Blue Lacy;Chocolate;White;
A687003;Chico;12;11;2015;18;52;0;Return_to_owner;;Dog;Neutered Male;5 years;Chihuahua Longhair Mix;Cream;;
A713364;Calypso;13;11;2015;11;53;0;Transfer;Partner;Cat;Intact Female;1 year;Domestic Shorthair Mix;Black;White;
A687180;;8;9;2014;11;53;0;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Orange Tabby;White;
A712984;Sammy;8;10;2015;13;53;0;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;White;
A701575;Hastings;29;1;2016;14;53;0;Transfer;Partner;Dog;Neutered Male;2 years;Pit Bull Mix;Brown Brindle;White;
A691847;Hero;8;12;2014;15;53;0;Transfer;Partner;Dog;Neutered Male;6 months;Pointer Mix;Black;White;
A657753;Wiz;6;12;2013;16;53;0;Euthanasia;Aggressive;Dog;Neutered Male;1 year;Chihuahua Shorthair/Dachshund;Yellow Brindle;White;
A699468;Mary;3;4;2015;16;53;0;Transfer;Partner;Dog;Intact Female;2 months;Labrador Retriever Mix;Chocolate;White;
A695297;Sparkles;19;1;2015;17;53;0;Adoption;;Cat;Spayed Female;7 months;Domestic Shorthair Mix;Brown Tabby;White;
A713668;;10;10;2015;17;53;0;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair Mix;Orange Tabby;White;
A697959;Nigel;31;5;2015;18;53;0;Adoption;;Dog;Neutered Male;2 years;Pit Bull Mix;Brown;;
A698117;;6;3;2015;9;54;0;Transfer;Partner;Dog;Unknown;6 days;Labrador Retriever Mix;White;;
A708769;Keyla;1;8;2015;11;54;0;Adoption;;Dog;Spayed Female;1 year;Chihuahua Shorthair Mix;White;Tan;
A680028;;7;6;2014;12;54;0;Transfer;Partner;Dog;Intact Female;2 weeks;Pit Bull Mix;Brown;White;
A685242;;15;8;2014;12;54;0;Adoption;;Cat;Spayed Female;4 months;Domestic Shorthair Mix;Tortie;;
A687012;Chloe;7;2;2016;14;54;0;Adoption;;Dog;Spayed Female;3 years;Boxer/Great Dane;Black;;
A676626;Pia;30;5;2014;16;54;0;Adoption;Foster;Dog;Spayed Female;2 months;English Pointer Mix;Brown;White;
A694435;Sam;6;1;2015;16;54;0;Transfer;Partner;Dog;Neutered Male;2 years;German Shepherd Mix;Black;Tan;
A680426;Lyla;2;6;2014;16;54;0;Return_to_owner;;Dog;Spayed Female;3 years;Labrador Retriever Mix;Yellow;;
A656110;Clover;22;11;2013;17;54;0;Return_to_owner;;Dog;Spayed Female;9 months;Rat Terrier Mix;Tricolor;;
A643703;Popcorn;11;3;2014;12;55;0;Return_to_owner;;Dog;Neutered Male;3 years;Cocker Spaniel Mix;Yellow;;
A668626;;6;12;2013;14;55;0;Euthanasia;Suffering;Dog;Intact Male;3 years;Labrador Retriever Mix;Yellow;;
A667828;;26;11;2013;14;55;0;Transfer;SCRP;Cat;Intact Female;4 months;Domestic Shorthair Mix;Black;;
A695943;Tucker;8;2;2015;14;55;0;Adoption;;Dog;Neutered Male;2 years;Bernese Mountain Dog/Rottweiler;Tricolor;;
A689749;Taco;18;10;2014;16;55;0;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby;;
A676736;Chili;30;4;2014;17;55;0;Adoption;;Dog;Neutered Male;2 months;Vizsla Mix;Brown;;
A510475;Duke;4;7;2014;17;55;0;Return_to_owner;;Dog;Neutered Male;7 years;Pit Bull Mix;Red;White;
A689601;Abby;23;11;2014;18;55;0;Adoption;Foster;Dog;Spayed Female;1 month;Miniature Pinscher/Chihuahua Shorthair;Tricolor;;
A663819;Zeus;11;11;2015;18;55;0;Return_to_owner;;Dog;Neutered Male;3 years;Pit Bull Mix;Black;White;
A700335;Dorchester;4;7;2015;8;56;0;Euthanasia;Rabies Risk;Dog;Neutered Male;2 years;Pit Bull Mix;White;Brown;
A608918;Vader;2;6;2015;11;56;0;Transfer;Partner;Dog;Neutered Male;4 years;Basset Hound/Labrador Retriever;Black;White;
A707611;Belle;31;7;2015;12;56;0;Adoption;;Cat;Intact Female;2 months;Domestic Shorthair Mix;Torbie;;
A667155;;18;11;2013;15;56;0;Adoption;;Cat;Spayed Female;3 months;Domestic Medium Hair Mix;Calico;;
A686691;;29;8;2014;16;56;0;Transfer;Partner;Dog;Neutered Male;3 years;Labrador Retriever Mix;Yellow;;
A674264;;14;3;2014;17;56;0;Adoption;;Dog;Spayed Female;10 months;Jack Russell Terrier Mix;Tricolor;;
A703952;Taco;30;5;2015;18;56;0;Transfer;Partner;Cat;Unknown;4 weeks;Siamese Mix;Seal Point;;
A676680;Hero;6;2;2015;18;56;0;Euthanasia;Aggressive;Dog;Spayed Female;2 years;German Shepherd Mix;Black;Tan;
A691968;;14;11;2014;11;57;0;Euthanasia;Suffering;Cat;Intact Female;7 years;Domestic Shorthair Mix;Tortie;;
A718535;;1;1;2016;13;57;0;Euthanasia;Suffering;Cat;Spayed Female;3 years;Domestic Shorthair Mix;Calico;;
A668671;Chris;16;12;2013;14;57;0;Transfer;Partner;Cat;Neutered Male;5 years;Domestic Shorthair Mix;Brown Tabby;White;
A712244;;21;9;2015;15;57;0;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair Mix;Black;White;
A697852;Edith;9;3;2015;17;57;0;Adoption;;Dog;Spayed Female;5 months;German Shepherd Mix;Black;Brown;
A711255;;4;9;2015;17;57;0;Transfer;Partner;Dog;Intact Female;4 weeks;Chihuahua Shorthair Mix;White;;
A658690;Priscilla;19;10;2013;12;58;0;Adoption;;Dog;Spayed Female;1 year;Pit Bull Mix;Black;White;
A679341;Jethro;31;5;2014;13;58;0;Transfer;Partner;Cat;Intact Male;1 month;Domestic Shorthair Mix;Brown Tabby;;
A707896;Tokyo;19;2;2016;14;58;0;Adoption;Foster;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Brown Tabby;;
A693999;;23;12;2014;14;58;0;Transfer;Partner;Dog;Spayed Female;4 years;Rat Terrier Mix;Black;White;
A677460;Petra;16;5;2014;14;58;0;Adoption;;Dog;Spayed Female;2 years;Pit Bull Mix;Blue;White;
A719876;Oreo;2;2;2016;15;58;0;Transfer;Partner;Dog;Spayed Female;1 year;Rat Terrier Mix;White;Black;
A673626;;3;3;2014;16;58;0;Transfer;Partner;Dog;Neutered Male;3 months;Rat Terrier Mix;Tricolor;;
A709048;Libby;8;8;2015;17;58;0;Adoption;;Dog;Intact Female;5 months;Labrador Retriever Mix;Black;White;
A668122;;1;12;2013;17;58;0;Adoption;;Dog;Spayed Female;7 years;English Pointer;Liver;White;
A710107;Caty;19;10;2015;18;58;0;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Brown Tabby;;
A715735;Nico;13;11;2015;12;59;0;Transfer;Partner;Dog;Intact Male;1 year;Labrador Retriever;Buff;Tan;
A678229;;6;5;2014;15;59;0;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Brown Tabby;;
A701428;Kiki;3;5;2015;16;59;0;Return_to_owner;;Dog;Spayed Female;3 years;Chihuahua Shorthair Mix;Brown;;
A672467;Apollo;14;2;2014;18;59;0;Adoption;;Dog;Neutered Male;9 months;Cardigan Welsh Corgi/Cardigan Welsh Corgi;Fawn;White;
