AnimalID;Name;Day;month;Year;Hour;Minute;Second;OutcomeType;OutcomeSubtype;AnimalType;SexuponOutcome;Sex;AgeuponOutcome;Breed;Color;Color2
A645647;Kitty;6;1;2015;16;25;0;Adoption;;Cat;Spayed;Female;2 years;Domestic Shorthair Mix;Tortie;
A645837;Ruby;1;5;2015;18;23;0;Return_to_owner;;Dog;Spayed;Female;2 years;Australian Cattle Dog Mix;Buff;
A646538;Snow;27;4;2014;18;39;0;Adoption;;Dog;Spayed;Female;2 years;Alaskan Husky Mix;Cream;Gray
A646733;Achilles;19;4;2014;18;40;0;Adoption;;Dog;Neutered;Male;2 years;Pit Bull Mix;Blue;White
A646767;Paloma;13;10;2015;13;49;0;Transfer;Partner;Dog;Spayed;Female;2 years;Finnish Spitz Mix;White;
A646980;Roscoe;16;10;2014;11;34;0;Transfer;Partner;Dog;Neutered;Male;2 years;Bruss Griffon Mix;Tan;Black
A647139;Tiny;31;5;2015;0;0;0;Transfer;Partner;Cat;Spayed;Female;2 years;Domestic Shorthair Mix;Blue Tabby;
A647169;Rufuss;2;12;2013;15;37;0;Return_to_owner;;Dog;Neutered;Male;2 years;German Shepherd Mix;Black;Tan
A647580;Rebel;5;9;2014;12;26;0;Return_to_owner;;Dog;Neutered;Male;2 years;Catahoula Mix;White;Black
A648051;Bone;23;11;2014;15;58;0;Transfer;Partner;Dog;Neutered;Male;2 years;Pit Bull Mix;Brown;White
A648243;Lalo;7;12;2014;12;12;0;Return_to_owner;;Dog;Neutered;Male;2 years;Miniature Schnauzer/Cairn Terrier;Gray;Silver
A648872;Beckham;5;5;2014;17;36;0;Adoption;;Dog;Neutered;Male;2 years;Bullmastiff Mix;Black;White
A649065;Coco;7;4;2014;16;8;0;Adoption;;Dog;Spayed;Female;2 years;Australian Cattle Dog Mix;Brown;White
A649365;Barley;4;5;2014;16;46;0;Adoption;Foster;Dog;Neutered;Male;2 years;Pit Bull Mix;Black;White
A649522;Capulin;7;2;2015;11;17;0;Return_to_owner;;Dog;Intact;Male;2 years;Unknown Mix;Brown;
A649773;Tit Tat;8;4;2015;11;21;0;Return_to_owner;;Cat;Neutered;Male;2 years;Domestic Shorthair Mix;Brown Tabby;White
A649802;Fat Boy;12;10;2015;18;59;0;Return_to_owner;;Dog;Intact;Male;2 years;Rottweiler;Black;Tan
A649920;Dr. Dog;4;4;2014;13;8;0;Adoption;;Dog;Neutered;Male;2 years;German Shepherd;Brown;
A649978;Raz;19;2;2014;13;41;0;Adoption;Foster;Dog;Spayed;Female;2 years;Plott Hound Mix;Brown Brindle;White
A650069;Luke;8;9;2014;14;18;0;Euthanasia;Aggressive;Dog;Neutered;Male;2 years;Pointer/Labrador Retriever;Black;White
A650142;Koda;22;1;2014;17;0;0;Return_to_owner;;Dog;Neutered;Male;2 years;Chow Chow Mix;Brown;White
A650209;Melo;2;12;2014;12;58;0;Return_to_owner;;Dog;Neutered;Male;2 years;Miniature Poodle Mix;White;
A650214;Kya;10;4;2015;18;17;0;Adoption;;Dog;Spayed;Female;2 years;Siberian Husky;Brown;White
A650234;Darion;13;4;2014;13;52;0;Transfer;Partner;Dog;Neutered;Male;2 years;Schipperke/Chihuahua Shorthair;Red;
A650399;Tyson;15;11;2013;16;23;0;Transfer;Partner;Dog;Neutered;Male;2 years;Yorkshire Terrier/Chihuahua Longhair;Silver;Tan
A650538;Negrito;12;2;2015;14;50;0;Return_to_owner;;Dog;Neutered;Male;2 years;Chihuahua Shorthair Mix;Black;Tan
A650850;Mili;16;10;2015;12;14;0;Transfer;Partner;Dog;Intact;Female;2 years;Pomeranian/Chihuahua Shorthair;Buff;
A650904;Tiny;12;1;2015;13;45;0;Adoption;;Dog;Neutered;Male;2 years;Dachshund/Greyhound;Tan;White
A651119;Susie;31;10;2013;11;55;0;Return_to_owner;;Dog;Spayed;Female;2 years;Weimaraner/Labrador Retriever;Chocolate;White
A651127;Zion;22;10;2014;12;10;0;Return_to_owner;;Dog;Neutered;Male;2 years;Pit Bull Mix;Brown Brindle;White
A651130;Canelo;13;8;2014;14;36;0;Transfer;Partner;Dog;Neutered;Male;2 years;Golden Retriever/Chow Chow;Red;White
A651299;Fiona;31;3;2014;13;5;0;Euthanasia;Aggressive;Dog;Spayed;Female;2 years;Pit Bull;Blue;White
A651596;Brownie;6;3;2014;17;13;0;Return_to_owner;;Dog;Neutered;Male;2 years;Labrador Retriever Mix;Buff;
A652030;Billy Bob;1;11;2013;15;9;0;Transfer;Partner;Dog;Neutered;Male;2 years;Labrador Retriever Mix;Black;White
A652097;Minnie;10;2;2014;12;34;0;Return_to_owner;;Dog;Spayed;Female;2 years;Dachshund Longhair;Brown;
A652148;Rocky;1;8;2015;12;59;0;Transfer;Partner;Cat;Neutered;Male;2 years;Domestic Shorthair;Orange Tabby;White
A652198;Essie;6;7;2014;16;16;0;Adoption;;Dog;Spayed;Female;2 years;Feist Mix;Tan;White
A652325;Tony;27;10;2013;13;54;0;Adoption;;Dog;Neutered;Male;2 years;Pit Bull Mix;Red;White
A652492;Lacey;25;2;2014;11;7;0;Adoption;;Dog;Spayed;Female;2 years;English Pointer Mix;Chocolate;White
A652974;Pickles;1;8;2014;17;36;0;Adoption;;Dog;Spayed;Female;2 years;Toy Poodle;White;
A653055;Leia;1;2;2015;12;29;0;Return_to_owner;;Dog;Spayed;Female;2 years;Black/Tan Hound Mix;Black;Tan
A653181;Mallo;5;2;2014;13;15;0;Return_to_owner;;Dog;Neutered;Male;2 years;Australian Cattle Dog Mix;White;Black
A653309;Chester;10;6;2014;18;15;0;Return_to_owner;;Dog;Neutered;Male;2 years;Chihuahua Shorthair;White;Tan
A653346;;28;10;2013;15;33;0;Transfer;SCRP;Cat;Spayed;Female;2 years;Domestic Shorthair Mix;Tortie;
A653750;Jack;12;8;2015;18;23;0;Return_to_owner;;Dog;Neutered;Male;2 years;Siberian Husky Mix;Cream;White
A653755;Bambi;16;10;2015;0;0;0;Transfer;Partner;Dog;Spayed;Female;2 years;German Shepherd/Labrador Retriever;Brown;
A653768;Boss;9;3;2014;15;36;0;Transfer;Partner;Dog;Neutered;Male;2 years;Rottweiler Mix;Black;Tan
A654090;Mamma Mia;29;12;2013;12;28;0;Transfer;Partner;Cat;Spayed;Female;2 years;Domestic Shorthair Mix;Orange Tabby;White
A654713;Marty;27;1;2016;13;37;0;Transfer;Partner;Cat;Neutered;Male;2 years;Domestic Shorthair Mix;Brown Tabby;
A655092;Smiley;1;1;2014;12;50;0;Adoption;;Dog;Spayed;Female;2 years;Flat Coat Retriever Mix;Black;
A655387;Xena;28;5;2015;11;29;0;Return_to_owner;;Dog;Intact;Female;2 years;German Shepherd;Black;Brown
A655516;Oreo;8;12;2013;15;42;0;Transfer;Partner;Dog;Spayed;Female;2 years;Flat Coat Retriever Mix;Black;White
A655702;Izzy;11;10;2013;11;29;0;Transfer;Partner;Dog;Spayed;Female;2 years;Labrador Retriever/Rottweiler;Black;
A655710;Pasqualli;15;5;2015;12;56;0;Transfer;Partner;Dog;Neutered;Male;2 years;Catahoula Mix;White;Black
A655866;Luna;13;10;2013;14;30;0;Adoption;;Dog;Spayed;Female;2 years;Pit Bull Mix;Blue;White
A655903;Booskie;10;9;2014;12;50;0;Return_to_owner;;Dog;Neutered;Male;2 years;Boxer Mix;Tricolor;
A655933;Gracie Belle;27;10;2013;14;44;0;Transfer;Partner;Cat;Spayed;Female;2 years;Domestic Shorthair Mix;Black;
A656065;Kane;11;6;2014;18;8;0;Return_to_owner;;Dog;Neutered;Male;2 years;Pit Bull Mix;White;Brown
A656069;Roko;3;1;2016;14;6;0;Return_to_owner;;Dog;Neutered;Male;2 years;Great Dane/Labrador Retriever;Black;White
A656387;Ned;12;10;2013;19;0;0;Return_to_owner;;Dog;Neutered;Male;2 years;Labrador Retriever/Chow Chow;Red;White
A656608;Rascal;3;9;2015;13;39;0;Transfer;Partner;Dog;Neutered;Male;2 years;Dachshund/Chihuahua Shorthair;Brown;White
A656767;Bluebell;9;10;2014;18;8;0;Return_to_owner;;Dog;Spayed;Female;2 years;Pit Bull Mix;Brown;White
A656893;Daisy;6;6;2015;13;4;0;Transfer;Partner;Cat;Spayed;Female;2 years;Domestic Medium Hair Mix;Orange Tabby;
A657415;Perla;15;10;2013;18;29;0;Return_to_owner;;Dog;Spayed;Female;2 years;Bull Terrier Mix;White;
A657596;Lucy;2;12;2015;18;55;0;Adoption;;Dog;Spayed;Female;2 years;Labrador Retriever/Plott Hound;Brown Brindle;
A657709;Roy;7;3;2014;15;47;0;Euthanasia;Aggressive;Dog;Neutered;Male;2 years;Pit Bull Mix;Brown;White
A657732;Bella;3;5;2014;18;33;0;Adoption;;Dog;Spayed;Female;2 years;Chihuahua Shorthair Mix;Tricolor;
A657783;Dallas;5;9;2014;12;1;0;Return_to_owner;;Dog;Neutered;Male;2 years;Labrador Retriever Mix;Black;
A657904;Estrella;23;7;2014;14;30;0;Adoption;;Dog;Spayed;Female;2 years;Boxer Mix;White;Brown Brindle
A657945;Grace;13;10;2013;16;14;0;Adoption;;Dog;Spayed;Female;2 years;Manchester Terrier Mix;Black;Brown
A657997;Stella;2;2;2015;13;2;0;Return_to_owner;;Dog;Spayed;Female;2 years;Jack Russell Terrier/Border Collie;White;Black
A658199;Marley;18;10;2013;9;52;0;Euthanasia;Aggressive;Dog;Neutered;Male;2 years;Pit Bull Mix;White;Brown Brindle
A658253;Nugget;3;10;2013;15;15;0;Adoption;Foster;Cat;Neutered;Male;2 years;Domestic Shorthair Mix;Orange Tabby;
A658388;Max;9;1;2016;13;42;0;Adoption;;Dog;Neutered;Male;2 years;Chihuahua Shorthair Mix;Tan;White
A658559;Rusty;26;1;2014;16;37;0;Adoption;Foster;Cat;Neutered;Male;2 years;Domestic Shorthair Mix;Orange Tabby;White
A658747;Boots;13;10;2013;15;29;0;Adoption;;Dog;Neutered;Male;2 years;Labrador Retriever/Pit Bull;Black;White
A659039;Eddie;13;10;2013;18;25;0;Adoption;;Cat;Neutered;Male;2 years;Domestic Shorthair Mix;Black;
A659059;Lizzie;11;10;2013;14;43;0;Adoption;;Dog;Spayed;Female;2 years;Australian Cattle Dog Mix;White;Brown
A659563;Mimi;4;12;2013;15;56;0;Adoption;;Dog;Spayed;Female;2 years;Dachshund Mix;Black;White
A659642;Trevor;10;10;2013;11;18;0;Transfer;Partner;Dog;Neutered;Male;2 years;Dachshund/Basset Hound;Brown Brindle;
A659677;Stephanie;18;3;2014;12;35;0;Adoption;Foster;Cat;Spayed;Female;2 years;Domestic Shorthair Mix;Tortie;
A659731;Paloma;22;5;2014;12;5;0;Return_to_owner;;Dog;Spayed;Female;2 years;Cocker Spaniel/Miniature Poodle;Cream;
A659891;Rebel;16;8;2015;15;54;0;Adoption;;Dog;Neutered;Male;2 years;Chihuahua Shorthair Mix;Black;White
A659917;Moe;13;10;2013;18;25;0;Adoption;;Cat;Neutered;Male;2 years;Domestic Shorthair Mix;Silver Tabby;White
A660026;Canelo;17;8;2014;11;3;0;Transfer;Partner;Dog;Neutered;Male;2 years;Labrador Retriever Mix;Chocolate;Tan
A660027;Pinto;21;8;2014;14;19;0;Transfer;Partner;Dog;Neutered;Male;2 years;Pointer Mix;Brown Brindle;White
A660046;Grace;9;3;2014;17;6;0;Return_to_owner;;Dog;Spayed;Female;2 years;American Staffordshire Terrier Mix;Blue;White
A660054;Ginger;9;8;2014;15;12;0;Adoption;;Dog;Spayed;Female;2 years;Pbgv Mix;White;Tan
A660090;Casper;8;3;2015;19;1;0;Adoption;;Cat;Neutered;Male;2 years;Siamese Mix;Blue Point;
A660095;Paloma;4;12;2014;17;28;0;Transfer;Partner;Dog;Spayed;Female;2 years;Pit Bull Mix;White;
A660102;Oreo;12;4;2015;14;9;0;Adoption;;Dog;Neutered;Male;2 years;Jack Russell Terrier Mix;White;Black
A660209;Gracie;17;11;2013;18;33;0;Adoption;;Dog;Spayed;Female;2 years;American Staffordshire Terrier Mix;Brown;White
A660275;Lucy;4;11;2013;15;40;0;Return_to_owner;;Dog;Spayed;Female;2 years;Scottish Terrier/Cairn Terrier;Black;
A660295;Blue;29;8;2014;14;34;0;Euthanasia;Aggressive;Dog;Intact;Male;2 years;Catahoula Mix;Yellow;White
A660562;Hotpocket;11;1;2014;14;52;0;Return_to_owner;;Dog;Intact;Female;2 years;American Staffordshire Terrier Mix;Brown Brindle;White
A660598;Kitten;19;2;2014;17;27;0;Adoption;Foster;Cat;Spayed;Female;2 years;Domestic Shorthair Mix;Calico;
A660790;Clyde;22;6;2015;18;2;0;Return_to_owner;;Dog;Neutered;Male;2 years;Siberian Husky Mix;Silver;White
A660814;Baby Girl;10;1;2014;11;34;0;Transfer;Partner;Dog;Spayed;Female;2 years;Pit Bull Mix;Black;White
A660851;Cane;7;2;2014;11;54;0;Return_to_owner;;Dog;Neutered;Male;2 years;American Bulldog Mix;White;Brown
A660910;Kief;24;10;2013;12;31;0;Return_to_owner;;Dog;Neutered;Male;2 years;Dachshund/Catahoula;Brown Brindle;White
A661150;Mac;29;9;2015;14;42;0;Transfer;Partner;Dog;Neutered;Male;2 years;Australian Cattle Dog Mix;White;Tan
A661287;Shasta;24;9;2015;16;50;0;Adoption;;Dog;Neutered;Male;2 years;Great Pyrenees Mix;Buff;
A661314;Momma;16;10;2013;13;33;0;Adoption;;Cat;Spayed;Female;2 years;Domestic Shorthair Mix;White;Black
A661418;Delilah;22;2;2014;17;19;0;Adoption;;Dog;Spayed;Female;2 years;Pit Bull Mix;Black;White
A661482;Opie;25;5;2015;15;56;0;Adoption;;Dog;Neutered;Male;2 years;Labrador Retriever Mix;Cream;
A661544;Emmie;6;10;2013;17;5;0;Adoption;;Dog;Spayed;Female;2 years;Pit Bull Mix;Brown;White
A661608;Molly;30;5;2015;11;1;0;Return_to_owner;;Dog;Spayed;Female;2 years;Jack Russell Terrier;Tricolor;
A661611;Libby;23;10;2013;18;36;0;Adoption;Foster;Dog;Spayed;Female;2 years;Chihuahua Shorthair Mix;Brown;White
A661639;Achilles;8;7;2015;19;5;0;Return_to_owner;;Dog;Neutered;Male;2 years;German Shepherd Mix;Brown;
A661681;Annie;20;4;2014;15;44;0;Adoption;Foster;Cat;Spayed;Female;2 years;Domestic Shorthair Mix;Brown Tabby;White
A661693;Dino;31;12;2013;16;44;0;Return_to_owner;;Dog;Intact;Male;2 years;Chihuahua Shorthair/Dachshund;Black;Tan
A661775;Albert;7;10;2013;16;56;0;Adoption;Foster;Cat;Neutered;Male;2 years;Siamese Mix;Blue Point;
A661788;Taz;17;10;2013;18;8;0;Return_to_owner;;Dog;Neutered;Male;2 years;Pit Bull Mix;Black;White
A661789;Tank;28;10;2013;17;54;0;Euthanasia;Behavior;Dog;Neutered;Male;2 years;Pit Bull Mix;Brown;White
A661906;Davis;3;1;2014;14;28;0;Adoption;Foster;Dog;Neutered;Male;2 years;Chihuahua Shorthair Mix;Buff;
A661916;Bella;2;4;2014;17;42;0;Euthanasia;Aggressive;Dog;Spayed;Female;2 years;Pit Bull Mix;White;Brown
A662154;Navaho;13;10;2013;19;9;0;Adoption;;Cat;Spayed;Female;2 years;Domestic Shorthair Mix;Orange Tabby;
A662180;Lonnie G.;7;12;2013;16;32;0;Adoption;;Dog;Neutered;Male;2 years;Pit Bull Mix;Black;White
A662195;Ruby Q;10;10;2013;12;0;0;Transfer;Partner;Cat;Spayed;Female;2 years;Domestic Shorthair Mix;Brown Tabby;White
A662264;Captain;28;12;2013;12;5;0;Adoption;;Dog;Neutered;Male;2 years;Pit Bull Mix;Black Brindle;White
A662272;Bernard;21;10;2013;17;6;0;Transfer;Partner;Dog;Neutered;Male;2 years;Rottweiler Mix;Black;
A662273;Charm;21;12;2013;11;57;0;Adoption;;Dog;Spayed;Female;2 years;Pit Bull Mix;Chocolate;White
A662284;Torque;30;1;2014;18;40;0;Return_to_owner;;Dog;Neutered;Male;2 years;Pit Bull Mix;White;Brown
A662308;Benny;10;10;2013;14;43;0;Transfer;Partner;Dog;Intact;Male;2 years;Chihuahua Shorthair Mix;White;
A662329;Dexter;7;4;2015;13;1;0;Adoption;Foster;Dog;Neutered;Male;2 years;Pit Bull/Catahoula;White;Brown
A662398;Buddy;1;11;2013;15;23;0;Adoption;;Dog;Neutered;Male;2 years;American Pit Bull Terrier Mix;Tan;White
A662463;Sherman;3;1;2014;14;51;0;Transfer;Partner;Dog;Neutered;Male;2 years;Pit Bull Mix;Tan;White
A662586;Love;18;8;2015;12;35;0;Return_to_owner;;Dog;Spayed;Female;2 years;Pit Bull Mix;White;Blue
A662603;Tucker;26;11;2013;14;6;0;Euthanasia;Behavior;Dog;Neutered;Male;2 years;Labrador Retriever Mix;Black;
A662615;Leo;16;11;2013;15;21;0;Adoption;;Dog;Neutered;Male;2 years;Pit Bull Mix;Chocolate;White
A662652;Jet;23;11;2013;13;13;0;Adoption;;Dog;Neutered;Male;2 years;Pit Bull Mix;White;
A662949;Chachi;4;3;2014;15;57;0;Adoption;;Dog;Neutered;Male;2 years;Pit Bull Mix;Black;White
A663016;Sherman;20;4;2014;10;57;0;Transfer;Partner;Dog;Neutered;Male;2 years;American Pit Bull Terrier Mix;Brown;
A663082;Blitz;15;12;2013;17;10;0;Return_to_owner;;Dog;Neutered;Male;2 years;Alaskan Malamute Mix;Black;Gray
A663138;Angel;22;10;2013;18;4;0;Adoption;;Cat;Spayed;Female;2 years;Domestic Longhair Mix;Calico;
A663201;Buck;1;10;2013;14;14;0;Transfer;Partner;Dog;Neutered;Male;2 years;Pit Bull Mix;Brown;White
A663273;Diamond;1;1;2014;13;44;0;Euthanasia;Behavior;Dog;Spayed;Female;2 years;Catahoula Mix;Tan;Yellow Brindle
A663274;Pretty Boy;3;2;2014;16;40;0;Transfer;Partner;Dog;Neutered;Male;2 years;Boxer/Catahoula;Brown Brindle;White
A663339;Abby;20;10;2013;16;37;0;Adoption;;Dog;Spayed;Female;2 years;Pit Bull Mix;Fawn;White
A663436;Daria;31;10;2013;11;46;0;Adoption;;Dog;Spayed;Female;2 years;Border Collie/Labrador Retriever;Chocolate;
A663511;Bruno;12;10;2013;12;58;0;Adoption;;Dog;Neutered;Male;2 years;American Bulldog/Pit Bull;Brown Brindle;White
A663530;Montgomery;9;10;2013;12;52;0;Transfer;Partner;Dog;Neutered;Male;2 years;Chihuahua Shorthair Mix;Tan;White
A663602;Molly;27;10;2013;14;44;0;Transfer;SCRP;Cat;Spayed;Female;2 years;Domestic Shorthair Mix;Brown Tabby;
A663621;Mandy;26;10;2013;13;4;0;Adoption;;Dog;Spayed;Female;2 years;Border Collie Mix;Chocolate;White
A663627;Boss;14;10;2013;14;53;0;Transfer;Partner;Dog;Intact;Male;2 years;Pit Bull Mix;Black;White
A663667;Cody;17;10;2013;15;33;0;Euthanasia;Behavior;Dog;Neutered;Male;2 years;American Staffordshire Terrier Mix;White;Brown
A663690;Louise;5;10;2013;18;56;0;Adoption;;Cat;Spayed;Female;2 years;Domestic Shorthair Mix;Calico;
A663714;Trigger;15;11;2013;17;9;0;Transfer;Partner;Dog;Neutered;Male;2 years;Boxer/American Bulldog;Brown;White
A663740;Sally;13;10;2013;15;28;0;Adoption;;Dog;Spayed;Female;2 years;Anatol Shepherd Mix;Brown;White
A663764;Betty;5;10;2013;18;22;0;Adoption;;Dog;Spayed;Female;2 years;Staffordshire Mix;Blue;White
A663869;Star;20;10;2013;16;53;0;Adoption;;Dog;Spayed;Female;2 years;Pit Bull Mix;White;Black
A663878;;2;10;2013;18;16;0;Adoption;;Dog;Spayed;Female;2 years;Glen Of Imaal Mix;Black;
A663886;Trudy;1;10;2013;15;8;0;Euthanasia;Medical;Dog;Spayed;Female;2 years;Pit Bull Mix;Black;White
A663888;;1;10;2013;11;13;0;Transfer;Partner;Dog;Spayed;Female;2 years;Boxer Mix;Red;White
A663889;Bejon;4;11;2013;16;53;0;Adoption;;Dog;Neutered;Male;2 years;Labrador Retriever/Beauceron;Black;Tan
A663932;Sebastian;13;4;2015;18;22;0;Return_to_owner;;Dog;Neutered;Male;2 years;Harrier Mix;Brown;White
A663962;Terra;11;10;2013;15;6;0;Euthanasia;Aggressive;Dog;Intact;Female;2 years;American Bulldog Mix;White;Brown Brindle
A663985;Buster;6;10;2013;18;43;0;Adoption;;Dog;Neutered;Male;2 years;Jack Russell Terrier/Beagle;White;Brown
A663997;Arthur;8;12;2013;23;22;0;Transfer;Partner;Cat;Neutered;Male;2 years;Domestic Shorthair Mix;Orange Tabby;
A664027;Tessa;10;10;2013;12;4;0;Euthanasia;Behavior;Dog;Intact;Female;2 years;Pit Bull Mix;White;Brown
A664042;;2;10;2013;11;12;0;Euthanasia;Suffering;Dog;Intact;Male;2 years;Chow Chow Mix;Black;
A664045;Rudy;5;10;2013;19;20;0;Adoption;;Dog;Neutered;Male;2 years;Affenpinscher Mix;Black;White
A664058;Bubba;1;6;2015;17;47;0;Adoption;;Dog;Neutered;Male;2 years;Labrador Retriever/Pit Bull;Black;White
A664073;Parker;7;10;2013;17;6;0;Adoption;;Dog;Neutered;Male;2 years;Hovawart Mix;Black;Tan
A664094;Sally;3;10;2013;15;15;0;Transfer;Partner;Dog;Spayed;Female;2 years;Jack Russell Terrier Mix;Tan;White
A664104;Lloyd;23;11;2013;13;51;0;Adoption;;Dog;Neutered;Male;2 years;Boxer Mix;Red;Black
A664106;Lil Girl;21;4;2014;13;29;0;Adoption;Foster;Dog;Spayed;Female;2 years;Dachshund Mix;Brown;
A664108;Minni;5;10;2013;15;19;0;Adoption;;Dog;Spayed;Female;2 years;Cairn Terrier/Chihuahua Shorthair;Brown;
A664117;;11;10;2013;11;58;0;Transfer;Partner;Dog;Spayed;Female;2 years;Catahoula Mix;Brown Brindle;White
A664133;;4;10;2013;18;41;0;Adoption;;Dog;Neutered;Male;2 years;Border Terrier/Miniature Schnauzer;Silver;
A664139;Sweet Pea;10;10;2013;17;7;0;Transfer;Partner;Dog;Spayed;Female;2 years;Chihuahua Shorthair Mix;Tan;
A664150;Pancha;6;10;2013;17;17;0;Return_to_owner;;Cat;Spayed;Female;2 years;Domestic Shorthair Mix;Tortie;
A664169;Twizzler;27;3;2014;10;39;0;Adoption;Foster;Dog;Neutered;Male;2 years;Chihuahua Shorthair Mix;Red;
A664218;;8;7;2015;9;0;0;Transfer;SCRP;Cat;Neutered;Male;2 years;Domestic Medium Hair Mix;Blue Tabby;White
A664231;Sophie;13;10;2013;16;2;0;Adoption;;Dog;Spayed;Female;2 years;Whippet Mix;White;Black
A664253;Moose;7;10;2013;14;15;0;Return_to_owner;;Dog;Neutered;Male;2 years;Black/Tan Hound Mix;Black;Brown
A664275;Mcdermot;13;10;2013;17;4;0;Adoption;;Dog;Neutered;Male;2 years;Chihuahua Shorthair Mix;Tricolor;
A664281;;2;10;2013;23;53;0;Transfer;SCRP;Cat;Intact;Male;2 years;Domestic Shorthair Mix;Brown Tabby;
A664286;Sugar;7;10;2013;17;42;0;Adoption;;Dog;Spayed;Female;2 years;Chihuahua Shorthair Mix;White;Brown
A664288;;1;10;2013;18;2;0;Euthanasia;Suffering;Cat;Intact;Male;2 years;Domestic Shorthair Mix;Blue;White
A664359;Lula Belle;13;10;2013;18;10;0;Adoption;;Dog;Spayed;Female;2 years;Australian Cattle Dog/Border Collie;White;Tricolor
A664378;Raisin;6;10;2013;12;1;0;Return_to_owner;;Dog;Intact;Male;2 years;Chinese Sharpei;Brown;
A664471;Bosco;2;3;2015;16;52;0;Adoption;;Dog;Neutered;Male;2 years;American Bulldog Mix;White;Black
A664475;;4;10;2013;17;25;0;Euthanasia;Suffering;Dog;Intact;Male;2 years;Chihuahua Shorthair Mix;Tan;
A664497;;15;10;2013;15;4;0;Transfer;Partner;Dog;Intact;Female;2 years;Rat Terrier/Australian Cattle Dog;Tricolor;
A664499;;15;10;2013;13;56;0;Transfer;Partner;Dog;Intact;Female;2 years;Australian Cattle Dog Mix;Tricolor;
A664539;Jj;9;10;2013;18;7;0;Adoption;;Dog;Neutered;Male;2 years;Chihuahua Shorthair Mix;Brown;Black
A664558;Happy;11;11;2013;12;2;0;Transfer;Partner;Dog;Neutered;Male;2 years;Border Terrier Mix;White;Brown
A664571;;10;10;2013;14;7;0;Adoption;;Cat;Spayed;Female;2 years;Domestic Shorthair Mix;Torbie;
A664593;Chiquilla;9;10;2013;13;39;0;Adoption;;Dog;Spayed;Female;2 years;Chihuahua Shorthair Mix;Brown;White
A664602;Blue;8;10;2013;11;14;0;Return_to_owner;;Dog;Neutered;Male;2 years;Doberman Pinsch;Blue;Tan
A664612;;6;10;2013;17;48;0;Transfer;SCRP;Cat;Intact;Female;2 years;Domestic Shorthair Mix;Black;White
A664624;Smurfy;7;11;2013;14;12;0;Adoption;;Dog;Neutered;Male;2 years;Pit Bull Mix;Brown Brindle;White
A664625;Juanito;7;10;2013;11;24;0;Return_to_owner;;Dog;Intact;Male;2 years;Chihuahua Shorthair Mix;Brown;White
A664626;;7;10;2013;16;2;0;Transfer;SCRP;Cat;Intact;Female;2 years;Domestic Shorthair Mix;Calico;
A664634;Sandy;10;10;2013;11;42;0;Transfer;Partner;Dog;Intact;Female;2 years;Shih Tzu/Havanese;White;Buff
A664635;Annie;10;10;2013;11;42;0;Transfer;Partner;Dog;Intact;Female;2 years;Shih Tzu;Sable;
A664672;Roscoe;19;10;2013;17;21;0;Return_to_owner;;Dog;Neutered;Male;2 years;Beagle/American Staffordshire Terrier;White;Tricolor
A664681;Pooffy;20;10;2013;14;9;0;Return_to_owner;;Dog;Intact;Female;2 years;Chihuahua Shorthair Mix;White;Brown
A664686;Rock;9;10;2013;13;46;0;Euthanasia;Suffering;Dog;Intact;Male;2 years;Chihuahua Shorthair Mix;Black;Black
A664715;Leroy;8;10;2013;15;58;0;Return_to_owner;;Dog;Neutered;Male;2 years;Basset Hound;Tricolor;
A664784;Patch;13;10;2013;12;4;0;Adoption;;Dog;Neutered;Male;2 years;Pit Bull/Boxer;Red;White
A664819;Carl;19;10;2013;14;51;0;Adoption;;Dog;Neutered;Male;2 years;Staffordshire Mix;Blue;White
A664825;Jordan;10;10;2013;17;14;0;Transfer;Partner;Dog;Intact;Male;2 years;Cocker Spaniel Mix;Buff;Tan
A664842;June;9;11;2013;19;21;0;Return_to_owner;;Dog;Spayed;Female;2 years;Pit Bull Mix;Brown;White
A664878;;10;10;2013;16;58;0;Transfer;SCRP;Cat;Intact;Female;2 years;Domestic Shorthair Mix;Calico;
A664888;Gretel;3;11;2013;12;16;0;Adoption;;Cat;Spayed;Female;2 years;Domestic Shorthair Mix;Brown Tabby;
A664890;Billy;15;10;2013;15;58;0;Return_to_owner;;Dog;Neutered;Male;2 years;Dachshund/English Bulldog;Brown;
A664903;Rebel;15;10;2013;17;51;0;Adoption;;Dog;Neutered;Male;2 years;Dachshund/Pembroke Welsh Corgi;Red;White
A664918;Princess;15;11;2013;15;20;0;Transfer;Partner;Dog;Spayed;Female;2 years;Labrador Retriever/German Shepherd;Black;
A664919;Timmy;13;11;2013;17;52;0;Return_to_owner;;Dog;Neutered;Male;2 years;Cairn Terrier;Yellow;White
A664926;;14;10;2013;17;18;0;Euthanasia;Suffering;Dog;Intact;Female;2 years;Labrador Retriever Mix;Brown;
A664927;Chiko;21;10;2013;17;40;0;Return_to_owner;;Dog;Neutered;Male;2 years;Pit Bull/Basset Hound;Tan;White
A664933;Zach;31;10;2013;17;9;0;Adoption;;Dog;Neutered;Male;2 years;Labrador Retriever Mix;Tan;
A664934;Seymour;15;10;2013;17;25;0;Return_to_owner;;Dog;Neutered;Male;2 years;Parson Russell Terrier Mix;White;Brown
A664935;Mack;11;11;2013;18;20;0;Adoption;;Dog;Neutered;Male;2 years;Black Mouth Cur Mix;Tan;
