AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A643703,Popcorn,2014-03-11 12:55:00,Return_to_owner,,Dog,Neutered Male,3 years,Cocker Spaniel Mix,Yellow
A668595,,2013-12-13 11:41:00,Return_to_owner,,Dog,Intact Male,4 weeks,Chihuahua Shorthair Mix,Tricolor
A716197,Ellie,2016-01-03 17:08:00,Return_to_owner,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A713418,,2015-10-07 08:47:00,Transfer,Partner,Dog,Intact Male,2 months,Australian Cattle Dog Mix,Buff/White
A711562,Bino,2015-09-08 18:00:00,Euthanasia,Suffering,Dog,Intact Male,1 year,Dachshund/Chihuahua Shorthair,Black
A716766,Marley,2015-11-24 16:51:00,Return_to_owner,,Dog,Neutered Male,5 years,Cocker Spaniel Mix,Black
A616576,Lucy,2015-12-26 12:49:00,Return_to_owner,,Dog,Spayed Female,7 years,Blue Lacy/Collie Smooth,Tricolor
A705109,,2015-06-29 17:44:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Longhair Mix,Blue
A663819,Zeus,2015-11-11 18:55:00,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White
A689629,,2014-10-11 17:05:00,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie
A713084,Haelo,2015-10-05 17:41:00,Adoption,,Dog,Neutered Male,6 years,Miniature Poodle Mix,Buff
A699468,Mary,2015-04-03 16:53:00,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever Mix,Chocolate/White
A700335,Dorchester,2015-07-04 08:56:00,Euthanasia,Rabies Risk,Dog,Neutered Male,2 years,Pit Bull Mix,White/Brown
A713668,,2015-10-10 17:53:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby/White
A695428,,2015-01-16 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A653055,Leia,2015-02-01 12:29:00,Return_to_owner,,Dog,Spayed Female,2 years,Black/Tan Hound Mix,Black/Tan
A682724,Morris,2014-07-13 19:37:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A713886,Arthur,2015-10-19 20:13:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A668396,,2013-12-03 18:11:00,Euthanasia,Medical,Cat,Neutered Male,8 years,Siamese Mix,Lynx Point
A717176,,2015-12-03 16:13:00,Transfer,Partner,Dog,Unknown,1 week,Labrador Retriever Mix,White
A707573,Squirt,2015-07-15 13:14:00,Return_to_owner,,Dog,Neutered Male,12 years,Chihuahua Shorthair Mix,White
A690543,Scarlet,2015-03-25 13:24:00,Return_to_owner,,Dog,Spayed Female,1 year,Pit Bull Mix,Chocolate/White
A704459,Maui,2015-06-06 16:26:00,Return_to_owner,,Dog,Spayed Female,11 years,Norfolk Terrier/Border Terrier,Cream
A687643,,2014-09-08 16:41:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue Tabby/White
A675640,Tyrone,2014-04-10 11:22:00,Return_to_owner,,Dog,Neutered Male,2 years,Border Collie Mix,Black/White
A694435,Sam,2015-01-06 16:54:00,Transfer,Partner,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Tan
A668653,Chubs,2015-11-05 14:23:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black
A705804,Chico,2015-06-23 11:08:00,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Brown
A706506,,2015-06-30 12:17:00,Transfer,Partner,Cat,Unknown,5 days,Domestic Shorthair Mix,Black
A702756,,2015-05-17 19:03:00,Euthanasia,Suffering,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Brown Tabby
A674264,,2014-03-14 17:56:00,Adoption,,Dog,Spayed Female,10 months,Jack Russell Terrier Mix,Tricolor
A665741,Leia,2014-01-20 14:33:00,Return_to_owner,,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Brown Tabby
A510475,Duke,2014-07-04 17:55:00,Return_to_owner,,Dog,Neutered Male,7 years,Pit Bull Mix,Red/White
A641103,Apollo,2015-12-26 15:48:00,Return_to_owner,,Dog,Intact Male,3 years,Siberian Husky,Black/White
A660275,Lucy,2013-11-04 15:40:00,Return_to_owner,,Dog,Spayed Female,2 years,Scottish Terrier/Cairn Terrier,Black
A716089,,2015-12-08 19:24:00,Return_to_owner,,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Blue Tabby
A717706,Hilde,2015-12-13 14:06:00,Return_to_owner,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Red
A716729,Hazel,2015-12-13 16:21:00,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Calico
A690333,,2014-10-20 09:00:00,Transfer,SCRP,Cat,Unknown,8 months,Domestic Shorthair Mix,Black
A688552,Tucker,2014-12-18 14:29:00,Adoption,Foster,Cat,Intact Male,3 months,Domestic Longhair Mix,Brown Tabby
A698495,Nugget,2015-03-27 14:39:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan
A658728,Tori,2013-11-09 17:03:00,Adoption,,Cat,Spayed Female,4 months,Domestic Medium Hair Mix,Tortie/White
A672515,,2014-02-12 15:40:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Cream Tabby
A686675,Brisket,2014-11-14 16:24:00,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Tan/White
A707682,Sleepy,2015-08-21 15:43:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A667942,Shadow,2013-12-01 19:00:00,Adoption,,Dog,Spayed Female,8 months,Labrador Retriever Mix,Black
A709224,,2015-08-07 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico
A687003,Chico,2015-11-12 18:52:00,Return_to_owner,,Dog,Neutered Male,5 years,Chihuahua Longhair Mix,Cream
A711255,,2015-09-04 17:57:00,Transfer,Partner,Dog,Intact Female,4 weeks,Chihuahua Shorthair Mix,White
A680426,Lyla,2014-06-02 16:54:00,Return_to_owner,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Yellow
A697537,Annie,2015-11-05 14:33:00,Adoption,,Dog,Spayed Female,3 years,Pit Bull Mix,Black/White
A695905,Mew,2015-01-26 17:48:00,Adoption,,Dog,Spayed Female,2 months,Border Collie Mix,Tricolor
A705731,Sven,2015-06-24 15:14:00,Transfer,Partner,Dog,Intact Male,3 months,Pit Bull Mix,White/Brown
A700025,Molly,2015-04-09 15:36:00,Return_to_owner,,Dog,Intact Female,10 years,Yorkshire Terrier Mix,Black/Tricolor
A624771,Cujo,2016-01-26 17:34:00,Return_to_owner,,Dog,Neutered Male,5 years,American Bulldog Mix,Tan
