AnimalID;Name;DateTime;OutcomeType;OutcomeSubtype;AnimalType;SexuponOutcome;AgeuponOutcome;Breed;Color;Color2
A666087;Ryo;02/12/2013 17:08;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Longhair Mix;Orange Tabby;
A702748;;17/05/2015 14:55;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair Mix;Orange Tabby;
A691537;Annie;14/11/2014 17:05;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Orange Tabby;
A680821;;14/06/2014 16:25;Adoption;;Cat;Spayed Female;2 months;Domestic Medium Hair Mix;Orange Tabby;
A718422;Redford;06/01/2016 14:53;Adoption;;Cat;Neutered Male;11 years;Domestic Shorthair Mix;Orange Tabby;
A714129;;19/10/2015 09:00;Transfer;SCRP;Cat;Intact Male;1 year;Domestic Shorthair Mix;Orange Tabby;
A694294;;25/12/2014 09:00;Transfer;SCRP;Cat;Intact Female;8 months;Domestic Shorthair Mix;Orange Tabby;White
A716795;;29/11/2015 08:57;Euthanasia;Rabies Risk;Cat;Unknown;2 months;Domestic Shorthair Mix;Orange Tabby;Apricot
A687018;;31/08/2014 09:00;Transfer;SCRP;Cat;Intact Male;4 months;Domestic Shorthair Mix;Orange Tabby;White
A690711;Fuego;14/11/2014 17:02;Adoption;;Cat;Neutered Male;2 months;Domestic Medium Hair Mix;Orange Tabby;White
A712225;Tangerine;06/11/2015 16:02;Return_to_owner;;Cat;Intact Female;2 years;Domestic Shorthair Mix;Orange Tabby;
A710546;Jasper;09/10/2015 12:55;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Medium Hair Mix;Orange Tabby;
A666185;;29/10/2013 15:53;Transfer;SCRP;Cat;Intact Female;3 months;Domestic Shorthair Mix;Orange Tabby;
A708897;Qually;13/08/2015 12:43;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;
A704363;Griffin;30/06/2015 17:22;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;White
A666088;Rowen;02/12/2013 18:07;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Longhair Mix;Orange Tabby;
A710882;Karen;13/10/2015 13:22;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Orange Tabby;
A713812;Leo;27/01/2016 18:48;Adoption;Foster;Cat;Neutered Male;4 months;Domestic Shorthair Mix;Orange Tabby;
A663796;Gavroche;19/10/2013 17:31;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;White
A681163;;13/06/2014 15:47;Transfer;Partner;Cat;Intact Male;2 weeks;Domestic Shorthair Mix;Orange Tabby;
A676428;Milo;29/10/2014 10:59;Adoption;Foster;Cat;Neutered Male;7 months;Domestic Shorthair Mix;Orange Tabby;
A697640;Clementine;09/03/2015 14:39;Transfer;Partner;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Orange Tabby;
A706467;;29/06/2015 17:25;Transfer;Partner;Cat;Intact Male;2 weeks;Domestic Shorthair Mix;Orange Tabby;White
A668755;Sam;08/12/2013 18:37;Return_to_owner;;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Orange Tabby;White
A655039;Coral;14/10/2013 16:23;Adoption;;Cat;Spayed Female;5 months;Domestic Shorthair Mix;Orange Tabby;White
A713887;Alexander;29/10/2015 12:00;Transfer;Partner;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Orange Tabby;
A709999;;15/08/2015 18:06;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Orange Tabby;White
A684558;;26/07/2014 17:30;Transfer;Partner;Cat;Intact Male;4 weeks;Domestic Shorthair Mix;Orange Tabby;
A698585;Tooter;20/03/2015 11:09;Return_to_owner;;Cat;Neutered Male;16 years;Domestic Longhair Mix;Orange Tabby;
A681852;Pip;12/07/2014 19:04;Adoption;;Cat;Intact Male;1 month;Domestic Medium Hair Mix;Orange Tabby;
A665005;;15/10/2013 13:09;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair Mix;Orange Tabby;
A709318;;11/08/2015 00:00;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Orange Tabby;
A707492;;14/07/2015 09:00;Transfer;SCRP;Cat;Intact Male;1 year;Domestic Shorthair Mix;Orange Tabby;
A682424;;08/07/2014 14:49;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;
A713865;Drewster;29/10/2015 12:00;Transfer;Partner;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Orange Tabby;
A677917;Chubby;04/05/2014 18:57;Adoption;;Cat;Spayed Female;1 year;Domestic Medium Hair Mix;Orange Tabby;
A661851;Prada;13/10/2013 14:12;Adoption;;Cat;Spayed Female;4 months;Domestic Shorthair Mix;Orange Tabby;White
A631781;Butterscotch;30/07/2014 17:57;Adoption;;Cat;Spayed Female;9 years;British Shorthair;Orange Tabby;White
A673914;Ruby;26/03/2014 15:48;Transfer;Partner;Cat;Spayed Female;2 years;Domestic Medium Hair Mix;Orange Tabby;
A708204;Big Head;31/12/2015 13:58;Transfer;Partner;Cat;Neutered Male;9 years;Domestic Shorthair Mix;Orange Tabby;
A684795;;28/07/2014 18:45;Transfer;Partner;Cat;Intact Male;2 weeks;Domestic Shorthair Mix;Orange Tabby;
A712283;Frankenstein;21/09/2015 11:30;Return_to_owner;;Cat;Neutered Male;3 years;Domestic Shorthair Mix;Orange Tabby;
A671124;Matty;20/01/2014 18:42;Adoption;;Cat;Neutered Male;2 months;Domestic Longhair Mix;Orange Tabby;White
A712355;Max;27/09/2015 14:32;Adoption;;Cat;Neutered Male;8 years;Domestic Shorthair Mix;Orange Tabby;
A662880;Orange;06/10/2013 14:18;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;White
A710883;Mary;13/10/2015 14:00;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Orange Tabby;
A710324;Lilac;20/10/2015 09:36;Adoption;Foster;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Orange Tabby;White
A702225;Edmund;01/07/2015 12:07;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;
A703385;Mr. Roper;23/06/2015 07:42;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;White
A674736;Barbara;27/05/2014 08:27;Adoption;Foster;Cat;Intact Female;2 months;Domestic Shorthair Mix;Orange Tabby;
A679939;Tom;28/05/2014 18:15;Euthanasia;Suffering;Cat;Intact Male;2 years;Domestic Shorthair Mix;Orange Tabby;
A661259;Katie;12/10/2013 15:17;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Orange Tabby;
A656708;Peter;24/11/2015 12:56;Adoption;Foster;Cat;Neutered Male;18 years;Domestic Shorthair;Orange Tabby;
A687009;;30/08/2014 12:58;Transfer;Partner;Cat;Intact Male;1 weeks;Domestic Shorthair Mix;Orange Tabby;
A698067;;06/03/2015 09:00;Transfer;SCRP;Cat;Unknown;3 years;Domestic Shorthair Mix;Orange Tabby;White
A710282;Biscuit;24/08/2015 18:34;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;
A704326;Oj;11/08/2015 16:55;Return_to_owner;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Orange Tabby;
A665201;;16/10/2013 16:52;Transfer;SCRP;Cat;Intact Male;6 months;Domestic Shorthair Mix;Orange Tabby;White
A712635;Jewel;13/10/2015 14:33;Transfer;Partner;Cat;Spayed Female;2 years;Domestic Shorthair Mix;Orange Tabby;
A715514;;12/12/2015 15:04;Adoption;Foster;Cat;Neutered Male;1 month;Domestic Shorthair Mix;Orange Tabby;White
A678521;Leo;12/07/2014 19:57;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Orange Tabby;White
A718258;Milo;23/01/2016 16:09;Adoption;;Cat;Neutered Male;8 years;Domestic Shorthair Mix;Orange Tabby;
A712629;Tesla;07/10/2015 13:37;Transfer;Partner;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Orange Tabby;White
A708518;Merce;18/09/2015 13:43;Adoption;;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Orange Tabby;
A670620;Willie;02/02/2014 14:52;Adoption;;Cat;Neutered Male;9 years;Domestic Shorthair Mix;Orange Tabby;
A679368;;20/05/2014 11:15;Transfer;Partner;Cat;Intact Male;2 weeks;Domestic Shorthair Mix;Orange Tabby;
A680657;;06/06/2014 19:30;Transfer;SCRP;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Orange Tabby;
A679339;Elly Mae;31/05/2014 13:57;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair Mix;Orange Tabby;White
A710128;Garfield;21/09/2015 18:26;Adoption;;Cat;Intact Male;3 months;Domestic Shorthair Mix;Orange Tabby;
A701615;;07/05/2015 12:51;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair Mix;Orange Tabby;
A679005;;25/05/2014 17:34;Transfer;SCRP;Cat;Intact Female;2 years;Domestic Longhair Mix;Orange Tabby;
A690247;;16/10/2014 18:32;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Orange Tabby;
A712228;Saffron;25/11/2015 07:47;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;White
A678300;;07/05/2014 12:43;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Orange Tabby;White
A687513;;07/09/2014 18:38;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Orange Tabby;
A687123;Pickle;25/11/2014 14:12;Transfer;Partner;Cat;Neutered Male;3 months;Domestic Shorthair;Orange Tabby;White
A702005;;07/05/2015 17:27;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Orange Tabby;
A701584;Sally;03/06/2015 11:50;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Orange Tabby;
A683795;;15/07/2014 16:38;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Orange Tabby;
A679075;;16/05/2014 16:19;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Orange Tabby;
A706868;;04/07/2015 00:00;Transfer;Partner;Cat;Intact Male;4 weeks;Domestic Shorthair Mix;Orange Tabby;
A716881;;29/11/2015 16:57;Adoption;;Cat;Intact Male;5 months;Domestic Shorthair Mix;Orange Tabby;
A704163;;02/06/2015 14:21;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Orange Tabby;
A680468;;04/06/2014 18:51;Transfer;SCRP;Cat;Intact Female;2 years;Domestic Longhair Mix;Orange Tabby;
A712093;Simba;08/11/2015 18:06;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;White
A710281;Summer;05/09/2015 16:55;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Orange Tabby;White
A706821;;13/07/2015 16:10;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;White
A678282;;20/05/2014 19:07;Transfer;SCRP;Cat;Unknown;6 months;Domestic Shorthair Mix;Orange Tabby;
A708008;;22/07/2015 09:00;Transfer;SCRP;Cat;Intact Male;1 year;Domestic Shorthair Mix;Orange Tabby;
A683745;;25/07/2014 11:14;Transfer;Partner;Cat;Unknown;1 weeks;Domestic Shorthair Mix;Orange Tabby;White
A633999;;29/07/2014 09:00;Transfer;SCRP;Cat;Spayed Female;2 years;Domestic Shorthair Mix;Orange Tabby;
A712625;Emily Rae;05/10/2015 17:21;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Orange Tabby;
A677943;;01/05/2014 17:08;Euthanasia;Suffering;Cat;Intact Female;3 years;Domestic Shorthair Mix;Orange Tabby;
A699654;Mr Orange;07/04/2015 15:16;Transfer;Partner;Cat;Neutered Male;5 years;Domestic Shorthair Mix;Orange Tabby;White
A714877;;30/10/2015 09:00;Transfer;SCRP;Cat;Unknown;6 months;Domestic Shorthair Mix;Orange Tabby;
A713194;Ichigo;07/12/2015 14:37;Adoption;Offsite;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;
A715493;;06/11/2015 09:00;Transfer;SCRP;Cat;Intact Male;8 months;Domestic Shorthair Mix;Orange Tabby;
A685641;Cayenne;16/08/2014 13:48;Return_to_owner;;Cat;Spayed Female;4 years;Domestic Shorthair Mix;Orange Tabby;White
A693101;Rooster;26/12/2014 15:45;Transfer;Partner;Cat;Neutered Male;4 years;Domestic Shorthair Mix;Orange Tabby;
A694918;Peanut;06/02/2015 12:46;Transfer;Partner;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Orange Tabby;White
A681441;;19/06/2014 14:52;Transfer;Partner;Cat;Intact Male;5 weeks;Domestic Medium Hair Mix;Orange Tabby;
A708707;;30/07/2015 18:18;Transfer;Partner;Cat;Intact Female;2 weeks;Domestic Shorthair Mix;Orange Tabby;
A690327;Rusty;22/10/2014 15:08;Transfer;Partner;Cat;Neutered Male;14 years;Domestic Shorthair Mix;Orange Tabby;
A700908;;21/04/2015 12:00;Transfer;Partner;Cat;Intact Male;2 days;Domestic Shorthair Mix;Orange Tabby;
A680529;;04/06/2014 09:05;Euthanasia;Suffering;Cat;Intact Male;1 month;Domestic Shorthair Mix;Orange Tabby;
A667625;Margaret;04/01/2014 12:07;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Orange Tabby;White
A664217;;01/10/2013 16:11;Transfer;SCRP;Cat;Intact Female;1 year;Domestic Shorthair Mix;Orange Tabby;White
A702410;Miley;24/08/2015 19:54;Adoption;;Cat;Spayed Female;4 years;Domestic Shorthair Mix;Orange Tabby;
A718086;;27/12/2015 17:27;Adoption;;Cat;Neutered Male;6 months;Domestic Shorthair Mix;Orange Tabby;
A712796;;29/09/2015 09:00;Transfer;SCRP;Cat;Intact Male;1 year;Domestic Shorthair Mix;Orange Tabby;
A684259;Ruby;22/07/2014 09:00;Transfer;SCRP;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Orange Tabby;
A710043;;16/08/2015 16:33;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Orange Tabby;
A711008;Harriett;13/10/2015 12:56;Transfer;Partner;Cat;Intact Female;2 months;Domestic Shorthair Mix;Orange Tabby;
A717015;Ramses;28/12/2015 14:36;Transfer;Partner;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Orange Tabby;White
A699939;Charlie;29/04/2015 17:57;Adoption;;Cat;Neutered Male;6 years;Domestic Shorthair Mix;Orange Tabby;
A683139;Bobby;12/07/2014 11:44;Transfer;Partner;Cat;Intact Male;1 month;Domestic Shorthair Mix;Orange Tabby;
A678090;Clementine;04/06/2014 15:09;Adoption;;Cat;Intact Female;1 month;Domestic Shorthair Mix;Orange Tabby;
A704764;;09/06/2015 09:52;Euthanasia;Suffering;Cat;Intact Male;2 years;Domestic Shorthair Mix;Orange Tabby;
A711253;Oscar;13/09/2015 17:41;Adoption;;Cat;Neutered Male;12 years;Domestic Shorthair Mix;Orange Tabby;White
A679273;Marmalade;12/09/2014 11:24;Adoption;Foster;Cat;Neutered Male;5 months;Domestic Shorthair Mix;Orange Tabby;
A711477;Ollie;16/09/2015 18:26;Adoption;;Cat;Neutered Male;6 months;Domestic Shorthair Mix;Orange Tabby;
A709593;;11/08/2015 11:37;Died;;Cat;Unknown;1 week;Domestic Shorthair Mix;Orange Tabby;
A700988;;22/04/2015 14:55;Transfer;Partner;Cat;Unknown;4 days;Domestic Shorthair Mix;Orange Tabby;
A711682;Rocky;11/10/2015 14:07;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;
A660040;Small Fry;02/10/2013 17:16;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;
A677013;Leo;16/05/2014 17:16;Transfer;Partner;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Orange Tabby;
A683097;;07/07/2014 13:05;Transfer;Partner;Cat;Intact Male;1 week;Domestic Shorthair Mix;Orange Tabby;
A711747;;15/09/2015 18:42;Adoption;;Cat;Neutered Male;4 months;Domestic Shorthair Mix;Orange Tabby;
A701886;Sunshine;13/05/2015 11:54;Adoption;;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Orange Tabby;White
A666111;Jerry;29/10/2013 18:47;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Orange Tabby;White
A703872;;29/05/2015 18:53;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Orange Tabby;
A671220;;21/01/2014 15:14;Transfer;SCRP;Cat;Intact Male;1 year;Domestic Shorthair Mix;Orange Tabby;White
A706560;Heathcliff;11/07/2015 14:29;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;
A676008;;05/04/2014 13:57;Transfer;SCRP;Cat;Intact Female;4 months;Domestic Shorthair Mix;Orange Tabby;
A702137;Pumpkin;30/05/2015 16:25;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;
A716929;;16/02/2016 08:33;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Orange Tabby;
A694431;Misty;18/06/2015 06:53;Adoption;Foster;Cat;Spayed Female;3 years;Domestic Shorthair Mix;Orange Tabby;White
A681933;;01/07/2014 13:23;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;
A690625;;24/10/2014 09:00;Transfer;SCRP;Cat;Intact Male;7 months;Domestic Shorthair Mix;Orange Tabby;
A688132;Felicia;29/09/2014 14:08;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Orange Tabby;
A610067;Mr Orange;18/10/2015 15:14;Adoption;Foster;Cat;Neutered Male;9 years;Domestic Shorthair Mix;Orange Tabby;
A683200;Brody;29/08/2014 13:22;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Orange Tabby;White
A683445;Blynn;17/07/2014 07:55;Died;In Kennel;Cat;Intact Male;1 month;Domestic Shorthair Mix;Orange Tabby;White
A712751;Alfredo;03/10/2015 15:36;Transfer;Partner;Cat;Intact Male;1 month;Domestic Shorthair Mix;Orange Tabby;
A690567;;22/10/2014 17:40;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Orange Tabby;White
A710381;;22/08/2015 15:44;Transfer;Partner;Cat;Unknown;1 week;Domestic Shorthair Mix;Orange Tabby;
A714784;;29/10/2015 18:34;Euthanasia;Suffering;Cat;Intact Male;4 weeks;Domestic Shorthair Mix;Orange Tabby;
A718683;;05/01/2016 13:27;Transfer;Partner;Cat;Intact Male;3 months;Domestic Shorthair Mix;Orange Tabby;White
A700388;;14/04/2015 09:00;Transfer;SCRP;Cat;Intact Male;3 years;Domestic Shorthair Mix;Orange Tabby;
A708049;Oliver;03/08/2015 17:11;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;White
A668503;;06/12/2013 17:28;Transfer;SCRP;Cat;Unknown;2 years;Domestic Shorthair Mix;Orange Tabby;
A667329;Tres;21/11/2013 13:34;Adoption;;Cat;Neutered Male;4 months;Domestic Shorthair Mix;Orange Tabby;White
A700364;Squirt;17/05/2015 11:12;Adoption;;Cat;Neutered Male;2 months;Manx Mix;Orange Tabby;
A672192;Aspen;22/05/2014 10:18;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Orange Tabby;
A690041;Caramel;08/11/2014 17:46;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Orange Tabby;White
A702693;;16/05/2015 18:41;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair Mix;Orange Tabby;
A690030;;18/10/2014 16:16;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;White
A697928;;22/04/2015 10:14;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;White
A702127;Chappie;08/07/2015 17:22;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;
A686549;;24/08/2014 16:44;Transfer;Partner;Cat;Intact Male;4 days;Domestic Shorthair Mix;Orange Tabby;
A686254;Ed;25/08/2014 18:43;Adoption;;Cat;Neutered Male;4 months;Domestic Shorthair Mix;Orange Tabby;
A706211;Mandarin;02/10/2015 17:12;Adoption;;Cat;Neutered Male;5 months;Domestic Shorthair Mix;Orange Tabby;
A706529;;30/06/2015 09:41;Euthanasia;Suffering;Cat;Neutered Male;4 years;Domestic Shorthair Mix;Orange Tabby;
A719998;Bernie;05/02/2016 10:52;Died;In Kennel;Cat;Neutered Male;3 years;Domestic Shorthair Mix;Orange Tabby;White
A666976;;02/01/2014 13:21;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Orange Tabby;
A678301;;07/05/2014 12:43;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Orange Tabby;White
A700589;;16/04/2015 15:07;Transfer;Partner;Cat;Unknown;1 day;Domestic Shorthair Mix;Orange Tabby;
A711245;;05/09/2015 09:00;Transfer;SCRP;Cat;Intact Male;5 months;Domestic Shorthair Mix;Orange Tabby;
A679999;;29/05/2014 19:13;Transfer;SCRP;Cat;Intact Male;1 year;Domestic Medium Hair Mix;Orange Tabby;White
A704118;Marshall;15/06/2015 17:16;Euthanasia;Suffering;Cat;Intact Male;1 month;Domestic Shorthair Mix;Orange Tabby;White
A711787;Tigger;21/09/2015 15:56;Transfer;Partner;Cat;Neutered Male;5 months;Domestic Shorthair Mix;Orange Tabby;
A666972;Mia;14/11/2013 18:39;Adoption;;Cat;Spayed Female;2 months;Manx Mix;Orange Tabby;White
A713935;;15/10/2015 13:55;Euthanasia;Suffering;Cat;Intact Female;1 month;Domestic Shorthair Mix;Orange Tabby;White
A688976;;27/09/2014 17:06;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Medium Hair Mix;Orange Tabby;
A670320;;25/01/2014 16:56;Adoption;;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Orange Tabby;
A703273;Brynden;23/07/2015 11:11;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Orange Tabby;White
A671917;Elvis;15/02/2014 16:29;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;White
A664629;;06/10/2013 15:45;Transfer;Partner;Cat;Intact Male;1 weeks;Domestic Medium Hair Mix;Orange Tabby;
A691357;Thomas;07/11/2014 13:33;Transfer;Partner;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Orange Tabby;White
A664181;;21/12/2013 14:42;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Orange Tabby;
A697744;;03/03/2015 14:43;Transfer;Partner;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Orange Tabby;
A680348;Sarita;05/06/2014 14:55;Transfer;Partner;Cat;Intact Female;1 month;Domestic Medium Hair Mix;Orange Tabby;
A666058;Robin Hood;03/11/2013 18:13;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;
A577832;Chopper;06/05/2014 11:40;Return_to_owner;;Cat;Neutered Male;4 years;Domestic Shorthair Mix;Orange Tabby;White
A656893;Daisy;06/06/2015 13:04;Transfer;Partner;Cat;Spayed Female;2 years;Domestic Medium Hair Mix;Orange Tabby;
A679107;;21/05/2014 19:44;Transfer;SCRP;Cat;Neutered Male;1 year;Domestic Longhair Mix;Orange Tabby;
A685583;;09/08/2014 15:58;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Orange Tabby;White
A713156;;08/10/2015 13:53;Transfer;Partner;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Orange Tabby;White
A685149;Durango;25/08/2014 18:35;Adoption;;Cat;Neutered Male;8 months;Domestic Shorthair Mix;Orange Tabby;White
A695847;;25/01/2015 09:00;Transfer;SCRP;Cat;Intact Male;2 years;Domestic Shorthair Mix;Orange Tabby;
A681524;;21/06/2014 09:00;Transfer;SCRP;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Orange Tabby;
A713793;Pumpkin;10/11/2015 09:18;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Medium Hair Mix;Orange Tabby;
A712754;Tangerine;21/11/2015 11:50;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Orange Tabby;
A714124;;19/10/2015 09:00;Transfer;SCRP;Cat;Intact Male;3 months;Domestic Shorthair Mix;Orange Tabby;
A666677;Max;09/11/2013 08:53;Died;In Kennel;Cat;Intact Male;5 weeks;Domestic Shorthair Mix;Orange Tabby;White
A698441;;12/03/2015 09:00;Transfer;SCRP;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Orange Tabby;
A664271;;01/10/2013 12:57;Transfer;Partner;Cat;Intact Female;1 week;Domestic Shorthair Mix;Orange Tabby;
A691517;;14/11/2014 09:16;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Orange Tabby;White
A710127;;18/08/2015 12:56;Transfer;Partner;Cat;Intact Female;2 weeks;Domestic Shorthair Mix;Orange Tabby;White
A706058;Simon;22/07/2015 17:41;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Orange Tabby;
A685493;Roddy;17/08/2014 15:09;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;
A710543;;25/08/2015 09:00;Transfer;SCRP;Cat;Neutered Male;6 years;Domestic Shorthair Mix;Orange Tabby;White
A711887;;13/09/2015 12:36;Transfer;Partner;Cat;Unknown;1 day;Domestic Shorthair Mix;Orange Tabby;
A681627;Rufus;19/06/2014 18:11;Return_to_owner;;Cat;Intact Male;2 years;Domestic Shorthair Mix;Orange Tabby;
A672157;Sneezy;15/04/2014 12:07;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Orange Tabby;
A671819;Karma;31/01/2014 17:30;Return_to_owner;;Cat;Spayed Female;5 years;Domestic Shorthair Mix;Orange Tabby;
A709317;;11/08/2015 00:00;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Orange Tabby;
A690934;;28/10/2014 18:02;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Orange Tabby;
A672155;Lil Baby;06/04/2014 17:26;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Orange Tabby;
A711683;Squeaky;11/10/2015 14:07;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby;White
A706542;;01/07/2015 09:00;Transfer;SCRP;Cat;Spayed Female;3 years;Domestic Shorthair Mix;Orange Tabby;White
A689909;Bashful;19/10/2014 12:52;Adoption;;Cat;Neutered Male;4 months;Domestic Shorthair Mix;Orange Tabby;White
A677301;;23/04/2014 13:42;Euthanasia;Suffering;Cat;Intact Male;4 years;Domestic Medium Hair Mix;Orange Tabby;
A690384;;19/10/2014 17:40;Transfer;Partner;Cat;Intact Male;2 weeks;Domestic Shorthair Mix;Orange Tabby;White
A698961;Watson;02/06/2015 09:59;Adoption;Foster;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Orange Tabby;
A699902;Wellington;19/07/2015 15:56;Adoption;;Cat;Neutered Male;3 years;Domestic Medium Hair Mix;Orange Tabby;White
A697600;;27/02/2015 14:34;Transfer;Partner;Cat;Intact Female;2 months;Domestic Longhair Mix;Orange Tabby;
A684030;Hugo;30/08/2014 16:15;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Medium Hair Mix;Orange Tabby;
